"Item Code","Item Description","Part No.","Part Description","Model","Unit Of Measurement","Spare Part Type","Location","Specify","Part Category","Is Expiry date Required","Min Nos","Max Nos","Minimum Price Per Nos (RM)","Maximum Price Per Nos (RM)","Brand","Status","Expiry Age (In Month)","Current Stock Level"
"BP0004","Cables/ Lead Wires (or any part of it)","01-1601-0106-002","Adaptor Cable 12Pin to 9Pin","M2601a","Unit","Just In Time","Centralized","","Biomedical","No","0","5"," [$403Tue, 14 Apr 1903 00:00:00 +0000] * #,##0.00 "," [$1003Sun, 11 Oct 1903 00:00:00 +0000] * #,##0.00 ","Hewlett Packard","Active","0","0"
"BP0004","Cables/ Lead Wires (or any part of it)","01-0401-0201-002","Patient Cable","Cardiolife TEC-7100K","Unit","Fast Moving Item","Company Site Office","","Biomedical","No","1","3"," [$1200Sat, 15 Dec 1900 00:00:00 +0000] * #,##0.00 "," [$201Tue, 05 Feb 1901 12:00:00 +0000] * #,##0.00 ","Nihon Kohden","Active","0","0"
"BP0004","Cables/ Lead Wires (or any part of it)","01-0503-0102-011","Chest Electrode Paediatric Complete","6851k","Unit","Fast Moving Item","Company Site Office","","Biomedical","No","1","20"," [$200Mon, 05 Feb 1900 07:12:00 +0000] * #,##0.00 "," [$200Sat, 10 Feb 1900 18:00:00 +0000] * #,##0.00 ","Nihon Kohden","Active","0","0"
"BP0004","Cables/ Lead Wires (or any part of it)","01-1601-0101-002","PHILIPS 3 Lead Trunk Cable, M1510A","78834","Unit","Fast Moving Item","Company Site Office","","Biomedical","No","1","16"," [$500Fri, 04 May 1900 00:00:00 +0000] * #,##0.00 "," [$500Tue, 22 May 1900 18:00:00 +0000] * #,##0.00 ","Hewlett Packard","Active","0","4"
"BP0004","Cables/ Lead Wires (or any part of it)","01-1601-0101-003","PHILIPS 3 LEAD ECG CALBLE M1613A","78834","Unit","Fast Moving Item","Company Site Office","","Biomedical","No","1","10"," [$800Mon, 27 Aug 1900 00:00:00 +0000] * #,##0.00 "," [$1000Tue, 02 Oct 1900 00:00:00 +0000] * #,##0.00 ","Hewlett Packard","Active","0","2"
"BP0004","Cables/ Lead Wires (or any part of it)","01-1601-0101-005","EXTENSION PHILIPS 1900B","78834","Unit","Fast Moving Item","Company Site Office","","Biomedical","No","1","3"," [$901Sat, 21 Sep 1901 00:00:00 +0000] * #,##0.00 "," [$1201Tue, 24 Dec 1901 12:00:00 +0000] * #,##0.00 ","Hewlett Packard","Active","0","3"
"BP0004","Cables/ Lead Wires (or any part of it)","01-1601-0103-001","3 Lead Cable","78353a","Unit","Fast Moving Item","Company Site Office","","Biomedical","No","1","5"," [$101Wed, 09 Jan 1901 00:00:00 +0000] * #,##0.00 "," [$301Wed, 06 Mar 1901 06:00:00 +0000] * #,##0.00 ","Hewlett Packard","Active","0","0"
"BP0014","Hoses/ Tubings/ Adaptors/ Couplers/ Connectors/ Pipes","01-0203-0301-009","Air Hose 3.5m CRITIKON","Bp8800","Unit","One Off","Others","Vendor - By Purchase Order","Biomedical","No","0","15"," [$300Fri, 02 Mar 1900 00:00:00 +0000] * #,##0.00 "," [$300Sun, 11 Mar 1900 07:12:00 +0000] * #,##0.00 ","Colin","Active","0","0"
"BP0014","Hoses/ Tubings/ Adaptors/ Couplers/ Connectors/ Pipes","01-0203-0302-004","Tube L Mini","Bp8000","Unit","One Off","Others","Vendor - By Purchase Order","Biomedical","No","0","20"," [$200Tue, 27 Feb 1900 09:36:00 +0000] * #,##0.00 "," [$300Wed, 07 Mar 1900 03:50:24 +0000] * #,##0.00 ","Colin","Active","0","0"
"BP0003","Bulbs/ Lamps","01-0305-0101-001","Bulb, 6.2V0.5A","Clement Clarke","Unit","Just In Time","Centralized","","Biomedical","No","0","10"," [$1101Fri, 29 Nov 1901 00:00:00 +0000] * #,##0.00 "," [$302Thu, 13 Mar 1902 20:24:00 +0000] * #,##0.00 ","Clements","Active","0","0"
"BP0001","Batteries/ UPS","01-0503-0102-002","Rechargeable Battery","6851k","Unit","Just In Time","Centralized","","Biomedical","No","0","47"," [$600Mon, 11 Jun 1900 00:00:00 +0000] * #,##0.00 "," [$700Thu, 05 Jul 1900 10:48:00 +0000] * #,##0.00 ","Nihon Kohden","Active","0","0"
"BP0001","Batteries/ UPS","01-0401-0201-001","NIHON KOHDEN TEC-7100K BATTERY","Cardiolife TEC-7100K","Unit","Just In Time","Centralized","","Biomedical","No","0","14"," [$500Tue, 29 May 1900 00:00:00 +0000] * #,##0.00 "," [$600Wed, 20 Jun 1900 12:00:00 +0000] * #,##0.00 ","Nihon Kohden","Active","0","3"
"BP0001","Batteries/ UPS","01-0401-0201-004","Rechargeable Battery Lcs-2912Nk","Cardiolife TEC-7100K","Unit","Just In Time","Centralized","","Biomedical","No","0","1"," [$702Tue, 08 Jul 1902 00:00:00 +0000] * #,##0.00 "," [$1102Sun, 23 Nov 1902 00:00:00 +0000] * #,##0.00 ","Nihon Kohden","Active","0","11"
"BP0001","Batteries/ UPS","01-0503-0102-022","Rechargeable Battery 12V 1.9Ah","6851k","Unit","Just In Time","Centralized","","Biomedical","No","0","15"," [$301Mon, 25 Mar 1901 00:00:00 +0000] * #,##0.00 "," [$501Fri, 31 May 1901 12:00:00 +0000] * #,##0.00 ","Nihon Kohden","Active","0","0"
"BP0001","Batteries/ UPS","01-0503-0105-001","NIHON KOHDEN 2012NK BATTERY","Kics 2012nk","Unit","Just In Time","Centralized","","Biomedical","No","0","3"," [$500Tue, 29 May 1900 00:00:00 +0000] * #,##0.00 "," [$600Wed, 20 Jun 1900 12:00:00 +0000] * #,##0.00 ","Nihon Kohden","Active","0","2"
"BP0001","Batteries/ UPS","01-1604-1801-001","Battery 12V 3700mAH","2300 Series","Unit","Just In Time","Centralized","","Biomedical","No","0","2"," [$103Sun, 04 Jan 1903 00:00:00 +0000] * #,##0.00 "," [$603Thu, 18 Jun 1903 00:00:00 +0000] * #,##0.00 ","Nihon Kohden","Active","0","0"
"BP0001","Batteries/ UPS","01-0903-0103-010","Battery Rechargeable W/Connector 7.2V","Infusomat P","Unit","Just In Time","Centralized","","Biomedical","No","0","20"," [$600Fri, 08 Jun 1900 00:00:00 +0000] * #,##0.00 "," [$700Mon, 02 Jul 1900 00:00:00 +0000] * #,##0.00 ","B.Braun","Active","0","25"
"BP0001","Batteries/ UPS","01-0802-0201-056","Battery","Hd-Secura","Unit","Just In Time","Centralized","","Biomedical","No","0","10"," [$500Tue, 29 May 1900 00:00:00 +0000] * #,##0.00 "," [$600Wed, 20 Jun 1900 12:00:00 +0000] * #,##0.00 ","B.Braun","Active","0","0"
"BP0001","Batteries/ UPS","01-0903-0101-002","Rechargeable Battery 7.2V 1.8Ah","Dropmat","Unit","Just In Time","Centralized","","Biomedical","No","1","10"," [$600Thu, 07 Jun 1900 00:00:00 +0000] * #,##0.00 "," [$600Sat, 30 Jun 1900 20:24:00 +0000] * #,##0.00 ","B.Braun","Active","0","0"
"BP0001","Batteries/ UPS","01-0903-0104-001","Battery Ifusomat Bbraun FM","Infusomat Fm","Unit","Just In Time","Centralized","","Biomedical","No","0","30"," [$600Fri, 08 Jun 1900 00:00:00 +0000] * #,##0.00 "," [$700Mon, 02 Jul 1900 00:00:00 +0000] * #,##0.00 ","B.Braun","Active","0","9"
"BP0001","Batteries/ UPS","01-0903-0205-002","Rechargeable Battery 9.63V 1.5Ah","Top 5200","Unit","Just In Time","Centralized","","Biomedical","No","0","20"," [$400Sun, 29 Apr 1900 00:00:00 +0000] * #,##0.00 "," [$500Thu, 17 May 1900 00:00:00 +0000] * #,##0.00 ","Top","Active","0","1"
"BP0001","Batteries/ UPS","01-0903-0201-005","Rechargeable Battery D84:D8712V 900MahTOP 3100 Battery","Top 3100","Unit","Just In Time","Centralized","","Biomedical","No","0","40"," [$500Tue, 29 May 1900 00:00:00 +0000] * #,##0.00 "," [$600Wed, 20 Jun 1900 12:00:00 +0000] * #,##0.00 ","Top","Active","0","25"
"BP0001","Batteries/ UPS","01-0903-0203-001","Rechargeable Battery","Top 2200","Unit","Just In Time","Centralized","","Biomedical","No","0","1"," [$500Thu, 24 May 1900 00:00:00 +0000] * #,##0.00 "," [$600Thu, 14 Jun 1900 18:00:00 +0000] * #,##0.00 ","Top","Active","0","0"
"BP0001","Batteries/ UPS","01-1909-0101-005","RECHARGEABLE BATTERY TOP 5300 12V 700MAH","Top 5100","Unit","Just In Time","Centralized","","Biomedical","No","0","11"," [$800Sat, 04 Aug 1900 00:00:00 +0000] * #,##0.00 "," [$900Wed, 05 Sep 1900 13:12:00 +0000] * #,##0.00 ","Top","Active","0","49"
"BP0025","Sensors/ Detectors","01-0903-0201-001","Drop Sensor T31 (88t)","Top 3100","Unit","Fast Moving Item","Company Site Office","","Biomedical","No","1","5"," [$1200Sat, 15 Dec 1900 00:00:00 +0000] * #,##0.00 "," [$201Tue, 05 Feb 1901 12:00:00 +0000] * #,##0.00 ","Top","Active","0","0"
"BP0001","Batteries/ UPS","01-1909-0201-001","DRAGER OXYLOG 2000 BATTERY","Stc523","Unit","Just In Time","Centralized","","Biomedical","No","0","13"," [$400Mon, 09 Apr 1900 00:00:00 +0000] * #,##0.00 "," [$400Tue, 24 Apr 1900 00:00:00 +0000] * #,##0.00 ","Terumo","Active","0","1"
"BP0001","Batteries/ UPS","01-1909-0201-017","Battery","Stc523","Unit","Just In Time","Centralized","","Biomedical","No","0","1"," [$500Tue, 29 May 1900 00:00:00 +0000] * #,##0.00 "," [$600Wed, 20 Jun 1900 12:00:00 +0000] * #,##0.00 ","Terumo","Active","0","0"
"BP0005","Casing/ Covers/ Brackets/ Latches/ Part Holders","01-0901-0701-003","Corner Bracket","Amenic","Unit","One Off","Others","Vendor - By Purchase Order","Biomedical","No","0","1"," [$101Mon, 14 Jan 1901 00:00:00 +0000] * #,##0.00 "," [$301Tue, 12 Mar 1901 00:00:00 +0000] * #,##0.00 ","Ameda","Active","0","0"
"BP0005","Casing/ Covers/ Brackets/ Latches/ Part Holders","01-0901-0201-013","Corner Bracket","Amelette","Unit","One Off","Others","Vendor - By Purchase Order","Biomedical","No","0","55"," [$200Thu, 15 Feb 1900 00:00:00 +0000] * #,##0.00 "," [$200Wed, 21 Feb 1900 21:36:00 +0000] * #,##0.00 ","Ameda","Active","0","23"
"BP0014","Hoses/ Tubings/ Adaptors/ Couplers/ Connectors/ Pipes","01-0901-0202-001","AMEDA Tube Grommet","T1500","Unit","One Off","Others","Vendor - By Purchase Order","Biomedical","No","0","4"," [$300Fri, 30 Mar 1900 00:00:00 +0000] * #,##0.00 "," [$400Thu, 12 Apr 1900 12:00:00 +0000] * #,##0.00 ","Ameda","Active","0","4"
"BP0025","Sensors/ Detectors","01-0903-0101-009","Drop Sensor Complete Infusomat","Dropmat","Unit","Fast Moving Item","Company Site Office","","Biomedical","No","1","10"," [$101Thu, 24 Jan 1901 00:00:00 +0000] * #,##0.00 "," [$301Sat, 23 Mar 1901 12:00:00 +0000] * #,##0.00 ","B.Braun","Active","0","0"
"BP0025","Sensors/ Detectors","01-0903-0103-003","Infusomat, Drop Sensor Complete","Infusomat","Unit","Fast Moving Item","Company Site Office","","Biomedical","No","1","10"," [$101Mon, 14 Jan 1901 00:00:00 +0000] * #,##0.00 "," [$301Tue, 12 Mar 1901 00:00:00 +0000] * #,##0.00 ","B.Braun","Active","0","4"
"BP0025","Sensors/ Detectors","01-0903-0102-010","B.BRAUN Drop Sensor Complete 34502629","871504/1","Unit","Fast Moving Item","Company Site Office","","Biomedical","No","1","12"," [$101Fri, 11 Jan 1901 00:00:00 +0000] * #,##0.00 "," [$301Fri, 08 Mar 1901 13:12:00 +0000] * #,##0.00 ","B.Braun","Active","0","8"
"BP0013","Heater Elements","01-0803-0102-015","Element Replacement Kit","Mr700/730","Unit","One Off","Others","Vendor - By Purchase Order","Biomedical","No","0","1"," [$500Fri, 11 May 1900 00:00:00 +0000] * #,##0.00 "," [$500Wed, 30 May 1900 19:12:00 +0000] * #,##0.00 ","Fisher & Paykel","Active","0","0"
"BP0013","Heater Elements","01-0803-0102-001","Heater Wire","Mr700/730","Unit","Fast Moving Item","Company Site Office","","Biomedical","No","1","3"," [$201Sun, 03 Feb 1901 00:00:00 +0000] * #,##0.00 "," [$401Thu, 04 Apr 1901 00:00:00 +0000] * #,##0.00 ","Fisher & Paykel","Active","0","0"
"BP0026","Solenoids/ Valves/ Gauges","01-0802-0503-013","Solenoid Valve - Dual Port","4008s","Unit","Fast Moving Item","Company Site Office","","Biomedical","No","1","10"," [$600Wed, 27 Jun 1900 00:00:00 +0000] * #,##0.00 "," [$700Mon, 23 Jul 1900 20:24:00 +0000] * #,##0.00 ","Fresenius","Active","0","4"
"BP0026","Solenoids/ Valves/ Gauges","01-0802-0503-029","Fresenius 4008S Pressure reducing valve","4008s","Unit","Fast Moving Item","Company Site Office","","Biomedical","No","1","4"," [$1200Thu, 13 Dec 1900 02:38:24 +0000] * #,##0.00 "," [$201Sun, 03 Feb 1901 07:55:12 +0000] * #,##0.00 ","Fresenius","Active","0","1"
"BP0012","Filters","01-0901-0304-003","AIR SHIELD FILTER PACK OF 4 C400 & 450","C400 & 450","Unit","Fast Moving Item","Company Site Office","","Biomedical","No","1","100"," [$200Thu, 15 Feb 1900 20:24:00 +0000] * #,##0.00 "," [$200Thu, 22 Feb 1900 21:07:12 +0000] * #,##0.00 ","Air Shields","Active","0","21"
"BP0012","Filters","01-0901-0302-003","Air Filter (Pack Of 4)","C100","Unit","Fast Moving Item","Company Site Office","","Biomedical","No","10","200"," [$800Sun, 12 Aug 1900 00:00:00 +0000] * #,##0.00 "," [$900Fri, 14 Sep 1900 18:00:00 +0000] * #,##0.00 ","Air Shields","Active","0","0"
"BP0012","Filters","01-0901-0302-027","Bacterial Filter","C100","Unit","Just In Time","Centralized","","Biomedical","No","0","1"," [$900Tue, 04 Sep 1900 00:00:00 +0000] * #,##0.00 "," [$1000Thu, 11 Oct 1900 04:48:00 +0000] * #,##0.00 ","Air Shields","Active","0","0"
"BP0003","Bulbs/ Lamps","01-2602-0200-015","BULB HALOGEN 12V 50V (LEICA)","HS-100","Unit","Fast Moving Item","Company Site Office","","Biomedical","No","1","10"," [$1100Thu, 15 Nov 1900 00:00:00 +0000] * #,##0.00 "," [$101Wed, 02 Jan 1901 00:00:00 +0000] * #,##0.00 ","Leica","Active","0","3"
"BP0003","Bulbs/ Lamps","01-1305-0101-001","Halogen Bulb 12V 50W","M690","Unit","Fast Moving Item","Company Site Office","","Biomedical","No","1","10"," [$1000Tue, 16 Oct 1900 00:00:00 +0000] * #,##0.00 "," [$1100Wed, 28 Nov 1900 12:00:00 +0000] * #,##0.00 ","Leica","Active","0","0"
"BP0003","Bulbs/ Lamps","01-1301-0604-001","BULB OSRAM 64261 12V 30W","Dmls","Unit","Fast Moving Item","Company Site Office","","Biomedical","No","1","50"," [$200Wed, 28 Feb 1900 00:00:00 +0000] * #,##0.00 "," [$300Fri, 09 Mar 1900 00:00:00 +0000] * #,##0.00 ","Leica","Active","0","17"
"BP0009","Electrodes","01-0504-0101-004","Potassium Electrode","M614","Unit","Just In Time","Centralized","","Biomedical","Yes","0","2"," [$1201Sat, 21 Dec 1901 14:24:00 +0000] * #,##0.00 "," [$402Tue, 08 Apr 1902 20:09:36 +0000] * #,##0.00 ","Chiron","Active","3","0"
"BP0009","Electrodes","01-0504-0101-013","Electrode,Refill Cassette","M614","Unit","Just In Time","Centralized","","Biomedical","Yes","0","1"," [$703Wed, 29 Jul 1903 00:00:00 +0000] * #,##0.00 "," [$204Tue, 09 Feb 1904 21:36:00 +0000] * #,##0.00 ","Chiron","Active","3","0"
"BP0009","Electrodes","01-0202-0101-001","Electrode,Po2","M238","Unit","Just In Time","Centralized","","Biomedical","Yes","0","3"," [$904Mon, 19 Sep 1904 00:00:00 +0000] * #,##0.00 "," [$605Sun, 04 Jun 1905 14:24:00 +0000] * #,##0.00 ","Chiron","Active","3","0"
"BP0009","Electrodes","01-0202-0101-003","Electrode,Ph","M238","Unit","Just In Time","Centralized","","Biomedical","Yes","0","3"," [$801Thu, 22 Aug 1901 00:00:00 +0000] * #,##0.00 "," [$1101Wed, 20 Nov 1901 00:00:00 +0000] * #,##0.00 ","Chiron","Active","3","0"
"BP0003","Bulbs/ Lamps","01-1301-0000-007","BULB OLYMPUS 6V,10WGE (AX2017)","Chz Series","Unit","Fast Moving Item","Company Site Office","","Biomedical","No","1","27"," [$200Fri, 09 Feb 1900 00:00:00 +0000] * #,##0.00 "," [$200Thu, 15 Feb 1900 00:00:00 +0000] * #,##0.00 ","Olympus","Active","0","11"
"BP0003","Bulbs/ Lamps","01-1301-0101-001","Bulb 6V 20W","Olympus","Unit","Fast Moving Item","Company Site Office","","Biomedical","No","1","86"," [$200Sun, 04 Feb 1900 00:00:00 +0000] * #,##0.00 "," [$200Fri, 09 Feb 1900 06:00:00 +0000] * #,##0.00 ","Olympus","Active","0","46"
"BP0003","Bulbs/ Lamps","01-1301-0102-013","Bulb 6V 30W (Olympus)","Ch Series 7 Bh Series","Unit","Fast Moving Item","Company Site Office","","Biomedical","No","1","100"," [$200Sun, 04 Feb 1900 00:00:00 +0000] * #,##0.00 "," [$200Fri, 09 Feb 1900 06:00:00 +0000] * #,##0.00 ","Olympus","Active","0","0"
"BP0001","Batteries/ UPS","01-2300-0201-002","Battery AAA (Alkaline)","Common","Unit","Fast Moving Item","Company Site Office","","Biomedical","No","20","1000"," [$100Mon, 01 Jan 1900 14:24:00 +0000] * #,##0.00 "," [$100Mon, 01 Jan 1900 20:09:36 +0000] * #,##0.00 ","Energizer","Active","0","1"
"BP0001","Batteries/ UPS","01-2300-0201-003","Battery C (Alkaline)","Common","Unit","Fast Moving Item","Company Site Office","","Biomedical","No","10","600"," [$100Wed, 03 Jan 1900 16:48:00 +0000] * #,##0.00 "," [$100Thu, 04 Jan 1900 06:14:24 +0000] * #,##0.00 ","Energizer","Active","0","175"
"BP0001","Batteries/ UPS","01-2300-0201-004","Battery D (Alkaline)","Common","Unit","Fast Moving Item","Company Site Office","","Biomedical","No","10","400"," [$100Thu, 04 Jan 1900 02:24:00 +0000] * #,##0.00 "," [$100Thu, 04 Jan 1900 17:16:48 +0000] * #,##0.00 ","Energizer","Active","0","49"
"BP0001","Batteries/ UPS","01-2300-0201-005","Battery 9V (Alkaline)","Common","Unit","Fast Moving Item","Company Site Office","","Biomedical","No","10","200"," [$100Sat, 06 Jan 1900 06:00:00 +0000] * #,##0.00 "," [$100Sun, 07 Jan 1900 04:33:36 +0000] * #,##0.00 ","Energizer","Active","0","26"
"BP0001","Batteries/ UPS","01-0203-0101-002","CRITIKON 8100 Battery","8101","Unit","Just In Time","Centralized","","Biomedical","No","0","1"," [$400Sun, 29 Apr 1900 00:00:00 +0000] * #,##0.00 "," [$500Thu, 17 May 1900 00:00:00 +0000] * #,##0.00 ","Critikon","Active","0","4"
"BP0001","Batteries/ UPS","01-0203-0104-003","Battery 6V","Dinamap Procare 300","Unit","Just In Time","Centralized","","Biomedical","No","0","10"," [$300Tue, 20 Mar 1900 00:00:00 +0000] * #,##0.00 "," [$400Sun, 01 Apr 1900 00:00:00 +0000] * #,##0.00 ","Critikon","Active","0","0"
"BP0001","Batteries/ UPS","01-0203-0403-001","Rechargeable Battery 6V","Spot Vital","Unit","Just In Time","Centralized","","Biomedical","No","0","10"," [$300Tue, 20 Mar 1900 00:00:00 +0000] * #,##0.00 "," [$400Sun, 01 Apr 1900 00:00:00 +0000] * #,##0.00 ","Welch Allyn","Active","0","0"
"BP0001","Batteries/ UPS","01-1201-0101-008","Battery Rech. 3.6V 1.8Ah","6-Series","Unit","Just In Time","Centralized","","Biomedical","No","0","5"," [$801Fri, 02 Aug 1901 00:00:00 +0000] * #,##0.00 "," [$1001Mon, 28 Oct 1901 00:00:00 +0000] * #,##0.00 ","Welch Allyn","Active","0","1"
"BP0001","Batteries/ UPS","01-1502-0101-011","Rechargeable Battery 3.5V","Welch Allyn","Unit","Just In Time","Centralized","","Biomedical","No","0","10"," [$800Wed, 22 Aug 1900 00:00:00 +0000] * #,##0.00 "," [$900Wed, 26 Sep 1900 06:00:00 +0000] * #,##0.00 ","Welch Allyn","Active","0","0"
"BP0003","Bulbs/ Lamps","01-2404-0101-004","Halogen Bulb 12V 100W 6834 FO","Polydoros","Unit","Fast Moving Item","Company Site Office","","Biomedical","No","1","101"," [$100Tue, 30 Jan 1900 00:00:00 +0000] * #,##0.00 "," [$200Sat, 03 Feb 1900 12:00:00 +0000] * #,##0.00 ","Siemens","Active","0","12"
"BP0003","Bulbs/ Lamps","01-2406-0301-001","Bulb,Collimator,12v 100w (Philips 64625) 50Hr","Mobilett B","Unit","Fast Moving Item","Company Site Office","","Biomedical","No","1","20"," [$100Sun, 07 Jan 1900 19:12:00 +0000] * #,##0.00 "," [$100Mon, 08 Jan 1900 23:16:48 +0000] * #,##0.00 ","Siemens","Active","0","14"
"BP0014","Hoses/ Tubings/ Adaptors/ Couplers/ Connectors/ Pipes","01-0202-0102-006","Sample & Reagent Tube Kit","M248","Unit","Just In Time","Centralized","","Biomedical","No","0","2"," [$702Mon, 28 Jul 1902 00:00:00 +0000] * #,##0.00 "," [$1202Tue, 16 Dec 1902 00:00:00 +0000] * #,##0.00 ","Chiron","Active","0","0"
"BP0014","Hoses/ Tubings/ Adaptors/ Couplers/ Connectors/ Pipes","01-0202-0102-011","Pre-Heater Tubing Kit","M248","Unit","Just In Time","Centralized","","Biomedical","No","0","10"," [$302Mon, 10 Mar 1902 00:00:00 +0000] * #,##0.00 "," [$702Tue, 08 Jul 1902 00:00:00 +0000] * #,##0.00 ","Chiron","Active","0","0"
"BP0025","Sensors/ Detectors","01-1603-0401-020","OXIBAND ADULT / NEONATAL SENSOR","Npb 190","Unit","Fast Moving Item","Company Site Office","","Biomedical","No","1","5"," [$501Tue, 14 May 1901 00:00:00 +0000] * #,##0.00 "," [$701Sun, 28 Jul 1901 00:00:00 +0000] * #,##0.00 ","Nellcor","Active","0","1"
"BP0025","Sensors/ Detectors","01-1603-0201-002","Oxi-Clip Finger Sensor","4500","Unit","One Off","Others","Vendor - By Purchase Order","Biomedical","No","0","1"," [$204Sun, 28 Feb 1904 00:00:00 +0000] * #,##0.00 "," [$1004Thu, 13 Oct 1904 00:00:00 +0000] * #,##0.00 ","Invivo","Active","0","0"
"BP0025","Sensors/ Detectors","01-1603-2201-006","GRASEBY SOLARIS SPO2 FINGER SENSOR ADULT","340","Unit","Fast Moving Item","Company Site Office","","Biomedical","No","1","3"," [$801Thu, 22 Aug 1901 00:00:00 +0000] * #,##0.00 "," [$1101Wed, 20 Nov 1901 00:00:00 +0000] * #,##0.00 ","Palco Lab","Active","0","2"
"BP0004","Cables/ Lead Wires (or any part of it)","01-1601-0701-013","Ecg 5 Lead , Grabber Set Iec","Sc6000","Unit","Fast Moving Item","Company Site Office","","Biomedical","No","1","10"," [$1200Sat, 15 Dec 1900 00:00:00 +0000] * #,##0.00 "," [$201Tue, 05 Feb 1901 12:00:00 +0000] * #,##0.00 ","Siemens","Active","0","0"
"BP0004","Cables/ Lead Wires (or any part of it)","01-1601-0702-002","DATEX OHMEDA 3 LEAD WIRE","Sg9000","Unit","Fast Moving Item","Company Site Office","","Biomedical","No","1","10"," [$1200Sun, 02 Dec 1900 00:00:00 +0000] * #,##0.00 "," [$101Mon, 21 Jan 1901 13:12:00 +0000] * #,##0.00 ","Siemens","Active","0","3"
"BP0004","Cables/ Lead Wires (or any part of it)","01-1601-0703-002","3 LEAD WIRE","Sc7000","Unit","Fast Moving Item","Company Site Office","","Biomedical","No","1","10"," [$901Sun, 01 Sep 1901 00:00:00 +0000] * #,##0.00 "," [$1201Sun, 01 Dec 1901 12:00:00 +0000] * #,##0.00 ","Siemens","Active","0","0"
"BP0004","Cables/ Lead Wires (or any part of it)","01-1604-0901-001","Spo2 Extension Cable","Sc7000","Unit","Fast Moving Item","Company Site Office","","Biomedical","No","1","25"," [$302Mon, 10 Mar 1902 00:00:00 +0000] * #,##0.00 "," [$702Tue, 08 Jul 1902 00:00:00 +0000] * #,##0.00 ","Siemens","Active","0","0"
"BP0004","Cables/ Lead Wires (or any part of it)","01-1603-0101-001","NELLCOR SPO2 Extension Cable Sensor DEC-8","N-185","Unit","Fast Moving Item","Company Site Office","","Biomedical","No","1","40"," [$500Thu, 17 May 1900 00:00:00 +0000] * #,##0.00 "," [$600Wed, 06 Jun 1900 16:48:00 +0000] * #,##0.00 ","Nellcor","Active","0","6"
"BP0004","Cables/ Lead Wires (or any part of it)","01-1603-0104-001","Extension Cable Symphony","N3000","Unit","Fast Moving Item","Company Site Office","","Biomedical","No","1","11"," [$102Thu, 09 Jan 1902 00:00:00 +0000] * #,##0.00 "," [$402Wed, 30 Apr 1902 00:00:00 +0000] * #,##0.00 ","Nellcor","Active","0","0"
"BP0004","Cables/ Lead Wires (or any part of it)","01-1603-0104-007","NELLCOR SPO2 Extension Cable Original DOC 10","N3000","Unit","Fast Moving Item","Company Site Office","","Biomedical","No","1","20"," [$500Thu, 17 May 1900 00:00:00 +0000] * #,##0.00 "," [$600Wed, 06 Jun 1900 16:48:00 +0000] * #,##0.00 ","Nellcor","Active","0","4"
"BP0025","Sensors/ Detectors","01-1603-0104-003","NELLCOR SPO2 FINGER SENSOR Pediatric Spot-Check, Dura-Y Sensor","N3000","Unit","Fast Moving Item","Company Site Office","","Biomedical","No","1","16"," [$501Tue, 14 May 1901 00:00:00 +0000] * #,##0.00 "," [$701Sun, 28 Jul 1901 00:00:00 +0000] * #,##0.00 ","Nellcor","Active","0","1"
"BP0025","Sensors/ Detectors","01-1603-0102-001","NELLCOR SPO2 FINGER CLIP SPO2 SENSOR DS100A","N-190","Unit","Fast Moving Item","Company Site Office","","Biomedical","No","1","50"," [$700Sat, 28 Jul 1900 00:00:00 +0000] * #,##0.00 "," [$800Tue, 28 Aug 1900 12:00:00 +0000] * #,##0.00 ","Nellcor","Active","0","44"
"BP0025","Sensors/ Detectors","01-1603-0103-002","Dura-Y Multi Site Sensor","N-195","Unit","Fast Moving Item","Company Site Office","","Biomedical","No","1","10"," [$901Sat, 21 Sep 1901 00:00:00 +0000] * #,##0.00 "," [$1201Tue, 24 Dec 1901 12:00:00 +0000] * #,##0.00 ","Nellcor","Active","0","0"
"BP0025","Sensors/ Detectors","01-1603-0103-006","Oxygen Sensor Adult/Neonatal Oxiband","N-195","Unit","Fast Moving Item","Company Site Office","","Biomedical","No","1","5"," [$501Tue, 14 May 1901 00:00:00 +0000] * #,##0.00 "," [$701Sun, 28 Jul 1901 00:00:00 +0000] * #,##0.00 ","Nellcor","Active","0","0"
"BP0003","Bulbs/ Lamps","01-1201-0101-004","Bulb WELCH ALLYN 08500","6-Series","Unit","Fast Moving Item","Company Site Office","","Biomedical","No","1","20"," [$200Sat, 24 Feb 1900 00:00:00 +0000] * #,##0.00 "," [$300Sat, 03 Mar 1900 06:00:00 +0000] * #,##0.00 ","Welch Allyn","Active","0","3"
"BP0003","Bulbs/ Lamps","01-1502-0101-001","Bulb","Welch Allyn","Unit","Fast Moving Item","Company Site Office","","Biomedical","No","1","3"," [$900Thu, 06 Sep 1900 00:00:00 +0000] * #,##0.00 "," [$1000Sat, 13 Oct 1900 12:00:00 +0000] * #,##0.00 ","Welch Allyn","Active","0","0"
"BP0003","Bulbs/ Lamps","01-1502-0101-003","Bulb WELCH ALLYN 03000","Welch Allyn","Unit","Fast Moving Item","Company Site Office","","Biomedical","No","1","20"," [$200Sat, 24 Feb 1900 00:00:00 +0000] * #,##0.00 "," [$300Sat, 03 Mar 1900 06:00:00 +0000] * #,##0.00 ","Welch Allyn","Active","0","8"
